status,strike_number,species,snake,strike_order,strike_occur_num,temp_treatment,snake_mass,snake_length,skin_temp,cloacal_temp,strike_latency,accurate,strike_dist,neck_max_vel,neck_max_acc,max_gape,max_gape_vel,max_gape_acc,max_gape_time
kinematic,74,CRSC,MUFASA,MUFASA_25C_1,1,25,261,762,26.7,26.9,1,YES,16.1,3.37,71.56,113,77.16868568,8324.984913,84
kinematic,75,CRSC,MUFASA,MUFASA_25C_2,NA,25,261,762,26.7,26.9,NA,YES,7.6,2.81,78.83,105,65.98199784,2966.030857,64
kinematic,76,CRSC,MUFASA,MUFASA_25C_3,NA,25,261,762,26.7,26.9,NA,YES,14.7,2.8,70.91,116,71.66461535,4946.626652,84
kinematic,94,CRSC,MUFASA,MUFASA_30C_1,1,30,261,762,30.7,31.8,2,YES,8.7,3.24,90.14,86.6,71.66112469,4946.774133,68
kinematic,95,CRSC,MUFASA,MUFASA_30C_2,NA,30,261,762,30.7,31.8,NA,SHORT,22.7,3.84,84.66,100,70.67449007,10964.47304,84
kinematic,96,CRSC,MUFASA,MUFASA_30C_3,NA,30,261,762,30.7,31.8,NA,YES,12.4,3.46,108.43,109,75.72948718,7029.974693,68
kinematic,48,CRSC,MUFASA,MUFASA_35C_1,1,35,261,762,33.9,35.8,14,YES,15.4,4.1,114.99,105,73.5684205,4151.014124,48
kinematic,49,CRSC,MUFASA,MUFASA_35C_2,NA,35,261,762,33.9,35.8,NA,YES,20.1,3.01,119.37,109,76.37229194,5178.262213,64
kinematic,50,CRSC,MUFASA,MUFASA_35C_3,NA,35,261,762,33.9,35.8,NA,SHORT,19.4,2.94,98.7,112,103.2119652,14397.84408,60
kinematic,281,CRHE,O1,O1_15C_1,1,15,539,895,14.4,14.4,NA,YES,7.7,3.3,105.43,162,57.31120211,5460.722459,84
kinematic,266,CRHE,O1,O1_20C_1,1,20,539,895,19.7,21,NA,YES,12.3,3.42,97.77,106,56.65426018,3687.133359,84
kinematic,267,CRHE,O1,O1_20C_2,NA,20,539,895,19.1,21,NA,YES,13.6,3.86,103.44,135,75.80663073,8810.166199,80
kinematic,268,CRHE,O1,O1_20C_3,NA,20,539,895,19.1,21,NA,YES,14.8,4.21,91.37,139,77.09468372,9696.479474,84
kinematic,231,CRHE,O1,O1_25C_3,NA,25,539,895,21.3,23.6,NA,YES,6.599,3.8,115.8,103,71.49322402,8479.430669,56
kinematic,285,CRHE,O1,O1_30C_1,1,30,539,895,28,29.7,62,YES,10.5,3.34,101.89,87.8,53.36256922,8972.645531,72
kinematic,286,CRHE,O1,O1_30C_2,NA,30,539,895,28.1,29.7,NA,YES,7,3.06,119.47,111,73.9654829,15872.0785,48
kinematic,287,CRHE,O1,O1_30C_3,NA,30,539,895,28.5,29.7,NA,YES,13.9,4.35,135.37,103,79.18785709,9804.835972,68
kinematic,248,CRHE,O1,O1_35C_1,1,35,539,895,29.2,33.4,56,YES,5.1,2.81,99.79,111,93.97795171,18514.58343,44
kinematic,250,CRHE,O1,O1_35C_3,NA,35,539,895,29.9,33.4,NA,YES,10.7,4.49,123.81,137,89.06484986,6021.572844,72
kinematic,204,CRHE,PEN10,PEN10_15C_1,1,15,300,724,15.5,18.2,59,YES,7.8,2.64,64.13,112,51.40745139,4638.279159,72
kinematic,205,CRHE,PEN10,PEN10_15C_2,NA,15,300,724,15.3,18.2,NA,YES,10.5,NA,NA,120,49.69755232,5628.685965,76
kinematic,206,CRHE,PEN10,PEN10_15C_3,NA,15,300,724,16,18.2,NA,YES,14.8,2.94,73.64,112,40.31954918,3166.518748,88
kinematic,153,CRHE,PEN10,PEN10_20C_1,1,20,300,724,19.2,21.3,46,YES,19.2,NA,NA,NA,NA,NA,NA
kinematic,154,CRHE,PEN10,PEN10_20C_2,NA,20,300,724,19.2,21.3,NA,YES,7.6,2.89,62.24,128,60.1964059,9861.032083,84
kinematic,155,CRHE,PEN10,PEN10_20C_3,NA,20,300,724,19.4,21.3,NA,YES,10.9,3.32,134.66,127,57.23615296,7847.822367,76
kinematic,176,CRHE,PEN10,PEN10_25C_1,1,25,300,724,22.5,25.4,102,YES,12.8,3.56,76.81,147,85.10801391,11482.01029,84
kinematic,177,CRHE,PEN10,PEN10_25C_2,NA,25,300,724,22.5,25.4,NA,YES,18.2,3.68,83.98,138,92.20591892,11453.41237,96
kinematic,179,CRHE,PEN10,PEN10_25C_4,NA,25,300,724,22.4,25.4,NA,YES,12.5,3.44,94.44,134,80.08460726,7546.105554,68
kinematic,192,CRHE,PEN10,PEN10_30C_1,1,30,300,724,27.2,30.6,20,NO POP,12.6,3.47,97.83,130,54.55794522,14282.61587,56
kinematic,193,CRHE,PEN10,PEN10_30C_2,NA,30,300,724,27.5,30.6,NA,YES,18.1,4.03,99.5,125,66.55341864,10853.63731,92
kinematic,194,CRHE,PEN10,PEN10_30C_3,NA,30,300,724,27.4,30.6,NA,SHORT,22.9,3.97,87.06,128,92.59338201,6027.864232,76
kinematic,210,CRHE,PEN10,PEN10_35C_1,1,35,300,724,32.1,33.4,83,YES,7.2,3.14,91.26,133,101.037634,16667.9249,60
kinematic,211,CRHE,PEN10,PEN10_35C_2,NA,35,300,724,32.3,33.4,NA,YES,8.5,3.42,120.93,115,94.17971177,15172.5528,60
kinematic,212,CRHE,PEN10,PEN10_35C_3,NA,35,300,724,32.5,33.4,NA,YES,13.2,3.73,114.81,119,102.540537,15189.9396,60
kinematic,321,CRHE,PEN2,PEN2_15C_1,1,15,503,875,14.1,13.8,79,YES,9.3,2.54,75.09,118,41.19151568,2980.125089,96
kinematic,322,CRHE,PEN2,PEN2_15C_2,NA,15,503,875,14.1,13.8,NA,NO,18.1,2.43,43.66,136,45.61871786,3165.569638,108
kinematic,323,CRHE,PEN2,PEN2_15C_3,NA,15,503,875,13.1,13.8,NA,YES,10.4,2.3,54.51,121,45.13491259,1553.298179,120
kinematic,372,CRHE,PEN2,PEN2_20C_1,1,20,503,875,19.1,19.6,8,SHORT,19.1,2.61,83.75,130,62.01573711,5462.911626,112
kinematic,373,CRHE,PEN2,PEN2_20C_2,NA,20,503,875,19,19.6,NA,NO,18.9,2.6,70.7,141,57.22341205,2525.391595,84
kinematic,374,CRHE,PEN2,PEN2_20C_3,NA,20,503,875,19,19.6,NA,YES,12.7,2.49,67.92,121,59.91750229,5065.558798,68
kinematic,300,CRHE,PEN2,PEN2_25C_1,1,25,503,875,31.5,25.1,7,YES,30.7,4.56,99.21,118,77.35351605,4512.974118,100
kinematic,301,CRHE,PEN2,PEN2_25C_2,NA,25,503,875,29.5,25.1,NA,YES,16.9,3.81,105.77,116,77.3039487,5001.064693,84
kinematic,302,CRHE,PEN2,PEN2_25C_3,NA,25,503,875,27.6,25.1,NA,YES,14.8,3.63,94.06,122,81.23495377,3399.205346,88
kinematic,363,CRHE,PEN2,PEN2_30C_1,1,30,503,875,29,31.9,4,NO,17.7,4.37,100.85,137,83.06266256,3605.978342,80
kinematic,364,CRHE,PEN2,PEN2_30C_2,NA,30,503,875,29.3,31.9,NA,YES,19.5,3.04,77.5,132,97.37802762,6062.452993,96
kinematic,340,CRHE,PEN2,PEN2_35C_1,1,35,503,875,31,35.5,4,NO,29.2,3.38,74.81,113,66.70369148,4093.932782,180
kinematic,341,CRHE,PEN2,PEN2_35C_2,NA,35,503,875,31.3,35.5,NA,SHORT,25.3,2.28,65.88,132,69.68000146,3807.628797,108
kinematic,342,CRHE,PEN2,PEN2_35C_3,NA,35,503,875,31.2,35.5,NA,NO POP,26.2,3.98,73.51,134,96.25839891,11262.47859,80
kinematic,272,CRHE,PEN3,PEN3_15C_1,1,15,427,840,19.8,20.1,18,YES,13.7,3.44,72.9,134,68.25808172,4744.027087,84
kinematic,273,CRHE,PEN3,PEN3_15C_2,NA,15,427,840,19.5,20.1,NA,YES,9.7,3.26,52.99,131,66.07362762,4213.140166,84
kinematic,274,CRHE,PEN3,PEN3_15C_3,NA,15,427,840,19.2,20.1,NA,YES,7.9,3.09,87.77,121,67.52242544,8363.904708,84
kinematic,260,CRHE,PEN3,PEN3_20C_1,1,20,427,840,19.2,21.2,NA,YES,20.3,3.36,92.97,139,65.3870151,8199.890358,88
kinematic,261,CRHE,PEN3,PEN3_20C_2,NA,20,427,840,19.3,21.2,NA,YES,20.3,3.95,111.17,135,66.27434049,5987.486389,84
kinematic,262,CRHE,PEN3,PEN3_20C_3,NA,20,427,840,19.5,21.2,NA,YES,16.8,3.83,78.68,141,55.6789702,5017.97449,84
kinematic,223,CRHE,PEN3,PEN3_25C_1,1,25,427,840,21.5,24,4,YES,10.2,2.76,132.06,51.6,39.56591601,2498.095169,92
kinematic,224,CRHE,PEN3,PEN3_25C_2,NA,25,427,840,21.6,24,NA,YES,8.95,3.98,149.22,80.7,45.46530342,4195.534506,68
kinematic,225,CRHE,PEN3,PEN3_25C_3,NA,25,427,840,21.4,24,NA,YES,15.5,3.93,112.09,98.3,56.38495588,6409.060373,88
kinematic,282,CRHE,PEN3,PEN3_30C_1,1,30,427,840,29.2,30.3,54,YES,8.1,3.17,113.75,147,103.0683246,15502.13327,64
kinematic,283,CRHE,PEN3,PEN3_30C_2,NA,30,427,840,28.9,30.3,NA,YES,9.9,3.35,121.22,126,116.3106612,NA,76
kinematic,284,CRHE,PEN3,PEN3_30C_3,NA,30,427,840,28.8,30.3,NA,YES,8.5,3.24,91.41,77.8,108.0639805,11066.26204,64
kinematic,242,CRHE,PEN3,PEN3_35C_1,1,35,427,840,28.7,33.3,22,NO POP,20.5,3.47,80.39,124,79.66101585,6597.80883,60
kinematic,243,CRHE,PEN3,PEN3_35C_2,NA,35,427,840,28.9,33.3,NA,YES,13.9,3.34,122.9,132,NA,NA,NA
kinematic,244,CRHE,PEN3,PEN3_35C_3,NA,35,427,840,29.1,33.3,NA,YES,12.7,4.14,141.51,139,136.8596442,18018.10568,76
kinematic,278,CRHE,PEN4,PEN4_15C_1,1,15,469,818,15.2,15.6,56,YES,11,3.69,88.12,129,54.40016746,5003.464347,84
kinematic,279,CRHE,PEN4,PEN4_15C_2,NA,15,469,818,15.2,15.6,NA,YES,10,3.46,79.64,122,38.19932321,4461.098918,84
kinematic,280,CRHE,PEN4,PEN4_15C_3,NA,15,469,818,15,15.6,NA,YES,14.7,3.48,59.34,135,41.36779393,4273.666963,84
kinematic,254,CRHE,PEN4,PEN4_20C_1,1,20,469,818,19.5,21.1,NA,YES,17.2,4.41,76.21,156,60.15765959,11419.9319,84
kinematic,255,CRHE,PEN4,PEN4_20C_2,NA,20,469,818,19.6,21.1,NA,YES,13.4,3.72,99.2,130,57.3619912,4514.079435,76
kinematic,256,CRHE,PEN4,PEN4_20C_3,NA,20,469,818,19.6,21.1,NA,YES,13.3,3.44,91.35,126,51.73888941,3835.980972,84
kinematic,226,CRHE,PEN4,PEN4_25C_1,1,25,469,818,20.9,24.2,20,YES,9.997,5.17,319.88,143,67.23462064,8200.444849,72
kinematic,227,CRHE,PEN4,PEN4_25C_2,NA,25,469,818,21,24.2,NA,YES,14.7,4.58,168.52,124,55.75070323,7635.77708,60
kinematic,228,CRHE,PEN4,PEN4_25C_3,NA,25,469,818,21.2,24.2,NA,YES,12.6,4.63,277.92,119,68.85830045,6227.486266,48
kinematic,291,CRHE,PEN4,PEN4_30C_1,1,30,469,818,27.4,30.2,10,YES,14,4.53,121.7,135,88.0377236,5109.992961,76
kinematic,292,CRHE,PEN4,PEN4_30C_2,NA,30,469,818,27.5,30.2,NA,YES,20.9,5.09,146.43,138,94.37623584,17131.13825,84
kinematic,293,CRHE,PEN4,PEN4_30C_3,NA,30,469,818,27.7,30.2,NA,YES,17.4,4.94,131.8,146,91.58283637,20889.14978,56
kinematic,238,CRHE,PEN4,PEN4_35C_1,1,35,469,818,29.3,32.8,22,YES,20.9,3.81,105.31,166,NA,NA,NA
kinematic,239,CRHE,PEN4,PEN4_35C_2,NA,35,469,818,29.2,32.8,NA,NO POP,27.3,5.15,160.31,144,107.2349491,6443.59817,80
kinematic,241,CRHE,PEN4,PEN4_35C_4,NA,35,469,818,29.1,32.8,NA,NO POP,32.3,NA,NA,131,109.1654578,8859.321128,116
kinematic,275,CRHE,PEN5,PEN5_15C_1,1,15,519,831,18.2,16,47,YES,11.9,2.48,91.83,111,86.14281963,8328.210456,84
kinematic,276,CRHE,PEN5,PEN5_15C_2,NA,15,519,831,17.2,16,NA,NO POP,11.7,2.65,83.33,111,43.7344604,7209.612532,84
kinematic,277,CRHE,PEN5,PEN5_15C_3,NA,15,519,831,15,16,NA,YES,12.9,2.93,71.34,105,82.08492912,18397.40778,84
kinematic,263,CRHE,PEN5,PEN5_20C_1,1,20,519,831,19,21.1,NA,NO POP,18.8,3.04,112.54,134,80.20782751,4464.182217,84
kinematic,264,CRHE,PEN5,PEN5_20C_2,NA,20,519,831,19.3,21.1,NA,NO POP,14.5,3.01,80.1,144,68.56683046,6410.71861,72
kinematic,265,CRHE,PEN5,PEN5_20C_3,NA,20,519,831,19.2,21.1,NA,NO POP,14.4,2.63,95.55,118,66.77786798,5283.614475,84
kinematic,235,CRHE,PEN5,PEN5_25C_1,1,25,519,831,20.8,25.2,10,YES,29.7,3.64,149.47,101,60.29484247,9267.61717,100
kinematic,236,CRHE,PEN5,PEN5_25C_2,NA,25,519,831,21.3,25.2,NA,YES,31.3,3.86,105.43,118,72.6969776,11210.38383,80
kinematic,237,CRHE,PEN5,PEN5_25C_3,NA,25,519,831,21.2,25.2,NA,YES,23.8,3.65,157.62,138,68.95638795,4921.632141,88
kinematic,294,CRHE,PEN5,PEN5_30C_1,1,30,519,831,28.2,31.2,8,YES,8.7,2.73,100.32,103,81.86344683,12805.96435,40
kinematic,295,CRHE,PEN5,PEN5_30C_2,NA,30,519,831,28.2,31.2,NA,NO POP,12.7,3.35,84.63,105,68.46385604,8673.184731,52
kinematic,296,CRHE,PEN5,PEN5_30C_3,NA,30,519,831,28.2,31.2,NA,YES,14.8,3.38,94.77,137,NA,NA,NA
kinematic,245,CRHE,PEN5,PEN5_35C_1,1,35,519,831,30.6,34,7,SHORT,23,2.91,94.88,123,73.51204636,3188.79456,96
kinematic,246,CRHE,PEN5,PEN5_35C_2,NA,35,519,831,30,34,NA,SHORT,33.4,3.32,122.64,106,74.4648216,5012.23672,96
kinematic,247,CRHE,PEN5,PEN5_35C_3,NA,35,519,831,29.9,34,NA,SHORT,32.4,3.63,92.06,126,88.34751954,5782.805868,116
kinematic,328,CRHE,PEN6,PEN6_15C_1,1,15,373,715,15.9,18.1,6,YES,19.3,3.32,78.62,109,50.22551442,3413.302544,124
kinematic,329,CRHE,PEN6,PEN6_15C_2,NA,15,373,715,15.5,18.1,NA,SHORT,27.6,2.17,46.75,108,49.09454106,2591.081075,100
kinematic,330,CRHE,PEN6,PEN6_15C_3,NA,15,373,715,16.6,18.1,NA,YES,17.9,2.5,61.1,112,45.69097449,2502.643671,120
kinematic,381,CRHE,PEN6,PEN6_20C_1,1,20,373,715,19.6,20.6,1,YES,18.6,3.69,72.65,106,54.76982819,2834.232144,96
kinematic,382,CRHE,PEN6,PEN6_20C_2,NA,20,373,715,19.7,20.6,NA,YES,16.6,3.02,95.66,93.3,55.11121459,2607.552097,80
kinematic,383,CRHE,PEN6,PEN6_20C_3,NA,20,373,715,19.7,20.6,NA,YES,16.9,2.89,61.45,93,63.93577382,5149.431119,104
kinematic,297,CRHE,PEN6,PEN6_25C_1,1,25,373,715,20.2,24.9,3,NO POP,16,2.82,69.04,112,65.07145957,4217.111663,100
kinematic,298,CRHE,PEN6,PEN6_25C_2,NA,25,373,715,20.2,24.9,NA,YES,20.1,3.02,64.55,112,70.59595025,3929.196739,92
kinematic,299,CRHE,PEN6,PEN6_25C_3,NA,25,373,715,20.2,24.9,NA,YES,16.3,3,92.06,118,78.93827501,4992.805446,84
kinematic,360,CRHE,PEN6,PEN6_30C_1,1,30,373,715,28.8,32,1,YES,14.9,3.88,140.39,111,77.69123726,4068.999008,72
kinematic,361,CRHE,PEN6,PEN6_30C_2,NA,30,373,715,29,32,NA,YES,13.3,3.54,108.18,140,86.33131519,5791.554157,64
kinematic,337,CRHE,PEN6,PEN6_35C_1,1,35,373,715,31,35.4,24,YES,21.1,3.08,83.03,135,98.21194594,5616.036342,76
kinematic,338,CRHE,PEN6,PEN6_35C_2,NA,35,373,715,30.8,35.4,NA,SHORT,18.7,3.22,107.78,121,88.05884208,12999.6973,92
kinematic,339,CRHE,PEN6,PEN6_35C_3,NA,35,373,715,31.3,35.4,NA,NO,15,3.15,100.51,123,86.7262832,5917.912504,72
kinematic,324,CRHE,RJ21,RJ21_15C_1,1,15,435,880,13.3,16.3,13,YES,11.3,2.23,48.9,122,51.65685894,2683.036016,108
kinematic,326,CRHE,RJ21,RJ21_15C_3,NA,15,435,880,14.2,16.3,NA,YES,11,2.67,59.04,123,51.84343463,3166.143677,92
kinematic,327,CRHE,RJ21,RJ21_15C_4,NA,15,435,880,14.9,16.3,NA,YES,11.2,2.58,61.23,121,53.28228407,3585.216778,100
kinematic,384,CRHE,RJ21,RJ21_20C_1,1,20,435,880,19.6,20.6,5,YES,15.4,3.02,94.18,126,83.47717826,5930.319002,88
kinematic,385,CRHE,RJ21,RJ21_20C_2,NA,20,435,880,19.6,20.6,NA,NO,19.3,3.09,95.88,108,65.3144094,3483.591317,108
kinematic,386,CRHE,RJ21,RJ21_20C_3,NA,20,435,880,19.4,20.6,NA,YES,34.1,2.31,102.3,110,65.30742808,5121.994368,128
kinematic,309,CRHE,RJ21,RJ21_25C_1,1,25,435,880,20.8,24.4,6,SHORT,21.6,2.83,56.39,128,76.28799254,3975.412534,112
kinematic,310,CRHE,RJ21,RJ21_25C_2,NA,25,435,880,20.6,24.4,NA,YES,21.6,3.85,84.83,117,77.51286461,5167.014962,80
kinematic,311,CRHE,RJ21,RJ21_25C_3,NA,25,435,880,20.8,24.4,NA,YES,22.7,4.05,78.13,119,91.17338213,5325.306202,88
kinematic,366,CRHE,RJ21,RJ21_30C_1,1,30,435,880,29.5,31.8,3,SHORT,30.2,3.88,109.32,123,90.34539793,5753.315564,76
kinematic,367,CRHE,RJ21,RJ21_30C_2,NA,30,435,880,29.6,31.8,NA,SHORT,24.5,4.02,92.87,115,85.93477638,5570.262639,60
kinematic,368,CRHE,RJ21,RJ21_30C_3,NA,30,435,880,29.3,31.8,NA,YES,14.1,3.57,93.33,110,82.25038633,5640.856669,92
kinematic,349,CRHE,RJ21,RJ21_35C_1,1,35,435,880,32.3,34.2,7,NO,22.6,3.66,118.02,108,73.34850901,11146.52083,76
kinematic,350,CRHE,RJ21,RJ21_35C_2,NA,35,435,880,32,34.2,NA,SHORT,26,NA,NA,NA,NA,NA,NA
kinematic,351,CRHE,RJ21,RJ21_35C_3,NA,35,435,880,32.1,34.2,NA,YES,16.4,3.03,71.14,103,75.02961015,3575.079556,76
kinematic,143,CRSC,ROSCOE,ROSCOE_15C_1,1,15,297,714,13.7,17.8,141,NO,18.7,3.06,50.62,81.4,47.50821131,NA,84
kinematic,144,CRSC,ROSCOE,ROSCOE_15C_2,NA,15,297,714,13.7,17.8,NA,NO POP,25.3,3.07,45.57,103,47.0406376,3945.866553,112
kinematic,145,CRSC,ROSCOE,ROSCOE_15C_3,NA,15,297,714,13.7,17.8,NA,YES,4.4,1.52,37.62,NA,NA,NA,NA
kinematic,77,CRSC,ROSCOE,ROSCOE_25C_1,1,25,297,714,26.6,27.1,283,YES,13.8,3.18,145.33,NA,NA,NA,NA
kinematic,78,CRSC,ROSCOE,ROSCOE_25C_2,NA,25,297,714,26.6,27.1,NA,YES,9.4,2.95,79.43,NA,NA,NA,NA
kinematic,79,CRSC,ROSCOE,ROSCOE_25C_3,NA,25,297,714,26.6,27.1,NA,YES,25.4,3.47,72.12,NA,NA,NA,NA
kinematic,106,CRSC,ROSCOE,ROSCOE_30C_1,1,30,297,714,30,32.2,233,YES,8,3.05,133.69,130,80.41534715,4859.5712,52
kinematic,108,CRSC,ROSCOE,ROSCOE_30C_3,NA,30,297,714,30,32.2,NA,YES,9.7,3.03,98.15,106,78.76426568,5504.695681,52
kinematic,109,CRSC,ROSCOE,ROSCOE_30C_4,NA,30,297,714,30,32.2,NA,YES,12.5,3.32,109.82,122,76.11014349,6683.386338,76
kinematic,27,CRSC,ROSCOE,ROSCOE_35C_1,1,35,297,714,33.4,35,252,YES,10,3.36,156.76,127,93.0391391,5923.980665,60
kinematic,28,CRSC,ROSCOE,ROSCOE_35C_2,NA,35,297,714,33.4,35,NA,SHORT,23.1,3.96,150.75,119,101.8389147,7510.765953,64
no strike,22,CRSC,ROSCOE,NA,0,20,297,714,21.2,20.8,600,NA,NA,NA,NA,NA,NA,NA,NA
kinematic,269,CRHE,SRA,SRA_15C_1,1,15,353,824,16.6,19.1,4,YES,16.5,3.02,59.99,98.9,53.6105805,6756.190653,76
kinematic,270,CRHE,SRA,SRA_15C_2,NA,15,353,824,16.7,19.1,NA,YES,16.9,3,67.72,102,48.29570386,3597.862212,84
kinematic,271,CRHE,SRA,SRA_15C_3,NA,15,353,824,16.8,19.1,NA,NO,19.6,2.32,107.7,101,52.41921875,4888.508235,92
kinematic,257,CRHE,SRA,SRA_20C_1,1,20,353,824,19.4,20.9,NA,YES,18.2,3.07,77.26,97.1,61.23505134,4366.759509,84
kinematic,258,CRHE,SRA,SRA_20C_2,NA,20,353,824,19.3,20.9,NA,YES,13.6,3,99.14,94.3,49.94137482,5183.499422,72
kinematic,259,CRHE,SRA,SRA_20C_3,NA,20,353,824,19.5,20.9,NA,YES,21.5,3.44,81.1,93.6,61.15022834,4573.798144,88
kinematic,232,CRHE,SRA,SRA_25C_1,1,25,353,824,21.3,24.5,23,YES,13.2,3.7,244.54,112,58.62054812,6150.754785,68
kinematic,233,CRHE,SRA,SRA_25C_2,NA,25,353,824,21.5,24.5,NA,YES,12.7,3.06,116.07,108,72.34005777,5173.496766,84
kinematic,234,CRHE,SRA,SRA_25C_3,NA,25,353,824,21.1,24.5,NA,YES,13.3,3.01,80.4,96.7,50.4168025,4949.404344,72
kinematic,288,CRHE,SRA,SRA_30C_1,1,30,353,824,27.8,30.6,14,NO POP,21.6,3.68,77.46,112,79.06655671,14994.45941,84
kinematic,289,CRHE,SRA,SRA_30C_2,NA,30,353,824,28.2,30.6,NA,YES,15.5,3.87,131.62,108,83.0898897,14334.20501,64
kinematic,290,CRHE,SRA,SRA_30C_3,NA,30,353,824,27.8,30.6,NA,SHORT,25.6,3.24,107.9,109,67.77898884,5648.207996,80
kinematic,251,CRHE,SRA,SRA_35C_1,1,35,353,824,29,33.8,7,SHORT,23.6,3.98,117.94,114,78.57768998,4762.193521,76
kinematic,252,CRHE,SRA,SRA_35C_2,NA,35,353,824,29,33.8,NA,SHORT,35.5,3.25,100.94,113,84.89613094,4930.347966,92
kinematic,253,CRHE,SRA,SRA_35C_3,NA,35,353,824,29.2,33.8,NA,NO POP,24.4,NA,NA,100,81.99225213,6237.822106,72
